isi_unique_article_identifier, doi, authors_raw, authors_clean, authors_excluded, title, publication_year
"000390185500019","10.1021/acssynbio.6b00097","Budiardjo, S Jimmy; Cory, Michael B; Douglas, Justin; Kapros, Dora; Karanicolas, John; Licknack, Timothy J; Lovell, Scott; Roy, Anuradha","Budiardjo, S Jimmy; Cory, Michael B; Douglas, Justin; Kapros, Dora; Karanicolas, John; Licknack, Timothy J; Lovell, Scott; Roy, Anuradha","","Full and Partial Agonism of a Designed Enzyme Switch","2016"
"000390185500020","10.1021/acssynbio.6b00115","Brown, Margaret E; Keasling, Jay D; Mukhopadhyay, Aindrila","Brown, Margaret E; Keasling, Jay D; Mukhopadhyay, Aindrila","","Engineering Bacteria to Catabolize the Carbonaceous Component of Sarin: Teaching E. coli to Eat Isopropanol","2016"
"000390185500023","10.1021/acssynbio.6b00121","Ghosh, Indro Neil; Landick, Robert","Ghosh, Indro Neil; Landick, Robert","","OptSSeq: High-Throughput Sequencing Readout of Growth Enrichment Defines Optimal Gene Expression Elements for Homoethanologenesis","2016"
"000390185500025","10.1021/acssynbio.6b00135","Jensen, Michael K; Keasling, Jay D; Pedersen, Kasper R; Pihl, Thomas P B; Sonnenschein, Nikolaus; Zhang, Jie","Jensen, Michael K; Keasling, Jay D; Pedersen, Kasper R; Pihl, Thomas P B; Sonnenschein, Nikolaus; Zhang, Jie","","Engineering an NADPH/NADP(+) Redox Biosensor in Yeast","2016"
"000390185500027","10.1021/acssynbio.6b00150","Choudhury, Alaksh; Erickson, Keesha E; Gill, Ryan T; Halweg-Edwards, Andrea L; Pines, Gur; Winkler, James D","Choudhury, Alaksh; Erickson, Keesha E; Gill, Ryan T; Halweg-Edwards, Andrea L; Pines, Gur; Winkler, James D","","The Resistome: A Comprehensive Database of Escherichia coli Resistance Phenotypes","2016"
"000390185500028","10.1021/acssynbio.6b00154","Anderson, Kim C; Dudley, Quentin M; Jewett, Michael C","Anderson, Kim C; Dudley, Quentin M; Jewett, Michael C","","Cell-Free Mixing of Escherichia coli Crude Extracts to Prototype and Rationally Engineer High-Titer Mevalonate Synthesis","2016"
"000390259200005","10.1107/S2053229616017071","Abboud, Khalil A; Benner, Steven A; Kim, Hyo-Joong; Matsuura, Mariko F; Takahashi, Daisuke","Abboud, Khalil A; Benner Steven A; Kim, Hyo-Joong; Matsuura, Mariko F; Takahashi, Daisuke","","Crystal structures of deprotonated nucleobases from an expanded DNA alphabet","2016"
"000390367600003","10.1101/cshperspect.a023754","Gaj, Thomas; Liu, Jia; Shui, Sai-lan; Sirk, Shannon J","Gaj, Thomas; Liu, Jia; Shui, Sai-lan; Sirk, Shannon J","","Genome-Editing Technologies: Principles and Applications","2016"
"000390367600004","10.1101/cshperspect.a023853","Jewett, Michael C; Perez, Jessica G; Stark, Jessica C","Jewett, Michael C; Perez, Jessica G; Stark, Jessica C","","Cell-Free Synthetic Biology: Engineering Beyond the Cell","2016"
"000389990700004","10.1007/s00239-016-9774-4","Pereto, Juli","Pereto, Juli","","Erasing Borders: A Brief Chronicle of Early Synthetic Biology","2016"
"000390264100002","10.1099/mic.0.000377","Chen, You; Go, Michaela; Golden, James W; Golden, Susan S; London, Ross E; Pieper, Lindsey M; Taton, Arnaud","Chen, You; Go, Michaela; Golden, James W; Golden, Susan S; London, Ross E; Pieper, Lindsey M; Taton, Arnaud","","Self-replicating shuttle vectors based on pANS, a small endogenous plasmid of the unicellular cyanobacterium Synechococcus elongatus PCC 7942","2016"
"000390127200005","","Natarajan, Ambika","Natarajan, Ambika","Natarajan, Ambika","Synthetic Biology: Metaphors, Worldviews, Ethics, and Laws","2016"
"000390127200006","","Natarajan, Ambika","Natarajan, Ambika","Natarajan, Ambika","Synthetic Biology: The Technoscience and its Societal Consequences","2016"
"000390127200007","10.1007/s11569-016-0277-y","Hagen, Kristin; Seitz, Stefanie B","Hagen, Kristin; Seitz, Stefanie B","Hagen, Kristin; Seitz, Stefanie B","Inter- and Transdisciplinary Interfaces in Synthetic Biology","2016"
"000390127200008","10.1007/s11569-016-0276-z","Bluemel, Clemens","Bluemel, Clemens","Bluemel, Clemens","Enrolling the Toggle Switch: Visionary Claims and the Capability of Modeling Objects in the Disciplinary Formation of Synthetic Biology","2016"
"000390127200009","10.1007/s11569-016-0257-2","Rerimassie, Virgil","Rerimassie, Virgil","Rerimassie, Virgil","Exploring Political Views on Synthetic Biology in the Netherlands","2016"
"000390127200010","10.1007/s11569-016-0256-3","Ancillotti, Mirko; Rerimassie, Virgil; Seitz, Stefanie B; Steurer, Walburg","Ancillotti, Mirko; Rerimassie, Virgil; Seitz, Stefanie B; Steurer, Walburg","Ancillotti, Mirko; Rerimassie, Virgil; Seitz, Stefanie B; Steurer, Walburg","An Update of Public Perceptions of Synthetic Biology: Still Undecided","2016"
"000390127200011","10.1007/s11569-016-0264-3","Acevedo-Rocha, Carlos G; Chizzolini, Fabio; Rothschild, Lynn J; Verseux, Cyprien","Acevedo-Rocha, Carlos G; Chizzolini, Fabio; Rothschild, Lynn J; Verseux, Cyprien","Verseux, Cyprien","Misconceptions of Synthetic Biology: Lessons from an Interdisciplinary Summer School","2016"
"000389915000005","10.1007/s10577-016-9539-3","Carmena, Mar; Earnshaw, William C; Maudlin, Isabella E; Molina, Oscar","Carmena, Mar; Earnshaw, William C; Maudlin, Isabella E; Molina, Oscar","","PREditOR: a synthetic biology approach to removing heterochromatin from cells","2016"
"000389420500001","10.1089/cmb.2016.0065","Bizjak, Manca; Moskon, Miha; Mraz, Miha; Zimic, Nikolaj","Bizjak, Manca; Moskon, Miha; Mraz, Miha; Zimic, Nikolaj","","Computational Framework for Modeling Multiple Noncooperative Transcription Factor Binding and Its Application to the Analysis of Nuclear Factor Kappa B Oscillatory Response","2016"
"000389909800005","10.1002/term.1886","Chattopadhyay, Sayani; Dubielzig, Richard R; Guthrie, Kathleen M; McAnulty, Jonathan F; Murphy, Christopher J; Raines, Ronald T; Teixeira, Leandro","Chattopadhyay, Sayani; Dubielzig, Richard R; Guthrie, Kathleen M; McAnulty, Jonathan F; Murphy, Christopher J; Raines, Ronald T; Teixeira, Leandro","","Anchoring a cytoactive factor in a wound bed promotes healing","2016"
"000389482700084","10.1371/journal.pone.0167162","Iba, Hitoshi; Inniss, Mara; Noman, Nasimul; Way, Jeffrey C","Iba, Hitoshi; Inniss, Mara C; Noman, Nasimul; Way Jeffery C.","","Pulse Detecting Genetic Circuit - A New Design Approach","2016"
"000389218500011","10.1002/pro.3051","Antoine, Mathias; Bacchi, Marine; Boutin, Jean A; Bruyand, Lisa; Chavas, Leonard M G; Ferry, Gilles; Fould, Benjamin; Huet, Tiphaine; Jullian, Magali; Nosjean, Olivier; Puget, Karine; Ronga, Luisa; Sirigu, Serena; Vuillard, Laurent","Antoine, Mathias; Bacchi, Marine; Boutin, Jean A; Bruyand, Lisa; Chavas, Leonard M G; Ferry, Gilles; Fould, Benjamin; Huet, Tiphaine; Jullian, Magali; Nosjean, Olivier; Puget, Karine; Ronga, Luisa; Sirigu, Serena; Vuillard, Laurent","","Total chemical synthesis, refolding, and crystallographic structure of fully active immunophilin calstabin 2 (FKBP12.6","2016"
"000389836500004","10.1007/s12064-016-0239-5","Krakauer, David C; Mueller, Lydia; Prohaska, Sonja J; Stadler, Peter F","Krakauer, David C; Mueller, Lydia; Prohaska, Sonja J; Stadler, Peter F","","Design specifications for cellular regulation","2016"
"000388955500018","10.1007/s00253-016-7672-8","Chen, Jian; Du, Guocheng; Li, Huazhong; Liu, Peiran; Zhou, Jingwen; Zhou, Shenghu","Chen, Jian; Du, Guocheng; Li, Huazhong; Liu, Peiran; Zhou, Jingwen; Zhou, Shenghu","","Characterization of mutants of a tyrosine ammonia-lyase from Rhodotorula glutinis","2016"
"000389427600005","10.1017/S1479262116000150","Baskaran, K; Jhang, Tripta; Kulkarni, R N","Baskaran, K; Jhang, Tripta; Kulkarni, R N","","Breeding medicinal plant, periwinkle [Catharanthus roseus (L) G. Don]: a review","2016"
"000389395300006","10.1016/j.tim.2016.07.006","Jensen, Paul R","Jensen, Paul R","","Natural Products and the Gene Cluster Revolution","2016"
"000388962000001","10.3389/fpls.2016.01813","Andolfo, Giuseppe; Ercolano, Maria R; Frusciante, Luigi; Lovieno, Paolo","Andolfo, Giuseppe; Ercolano, Maria R; Frusciante, Luigi; Lovieno, Paolo","","Genome-Editing Technologies for Enhancing Plant Disease Resistance","2016"
"000388593000005","10.1189/jlb.5BT1215-556RR","Brentjens, Renier J; Daniyan, Anthony F O","Brentjens, Renier J; Daniyan, Anthony F O","","At the Bench: Chimeric antigen receptor (CAR) T cell therapy for the treatment of B cell malignancies","2016"
"000389030600008","10.1113/JP272633","Cooling, Michael T; Hunter, Peter J; Nickerson, David P; Nielsen, Poulm F","Cooling, Michael T; Hunter, Peter J; Nickerson, David P; Nielsen, Poulm F","","Modular modelling with Physiome standards","2016"
"000389109300006","10.1016/j.tibtech.2016.06.003","de Paula, Renato Graciano; Gupta, Vijai Kumar; Mach, Robert L; Mach-Aigner, Astrid R; Silva, Roberto N; Silva-Rocha, Rafael; Steindorff, Andrei Stecca","de Paula, Renato Graciano; Gupta, Vijai Kumar; Mach, Robert L; Mach-Aigner, Astrid R; Silva, Roberto N; Silva-Rocha, Rafael; Steindorff, Andrei Stecca","","The Post-cenomic Era of Trichoderma reesei: What's Next","2016"
"000388582900009","10.1038/nchembio.2189","Bali, Anne P; Bonde, Mads T; Genee, Hans J; Gronenberg, Luisa S; Harrison, Scott J; Kristensen, Mette; Petersen, Soren D; Siedler, Solvej; Sommer, Morten O A","Bali, Anne P; Bonde, Mads T; Genee, Hans J; Gronenberg, Luisa S; Harrison, Scott J; Kristensen, Mette; Petersen, Soren D; Siedler, Solvej; Sommer, Morten Otto Alexander","","Functional mining of transporters using synthetic selections","2016"
"000387656500009","10.1007/s00253-016-7715-1","Chen, Guo-Qiang; Chen, Jinchun; Wu, Hong","Chen, Guo-Qiang; Chen, Jin-Chun; Wu, Hong","","Engineering the growth pattern and cell morphology for enhanced PHB production by Escherichia coli","2016"
"000387656500010","10.1007/s00253-016-7705-3","Chaudhary, Amit Kumar; Dhakal, Dipesh; Jung, Hye Jin; Kim, Byung-Gee; Kim, Seung-Young; Parajuli, Prakash; Pokhrel, Anaya Raj; Shrestha, Anil; Shrestha, Biplav; Sohng, Jae Kyung; Yamaguchi, Tokutaro; Yi, Jeong Sang","Chaudhary, Amit Kumar; Dhakal, Dipesh; Jung, Hye Jin; Kim, Byung-Gee; Kim, Seung-Young; Parajuli, Prakash; Pokhrel, Anaya Raj; Shrestha, Anil; Shrestha, Biplav; Sohng, Jae Kyung; Yamaguchi, Tokutaro; Yi, Jeong Sang","","Enhanced production of nargenicin A1 and creation of a novel derivative using a synthetic biology platform","2016"
"000387858900005","10.1007/s11101-016-9480-2","Jones, Ashley Loray; Judd, Rika; Ma, Dong-Ming; Xie, De-Yu","Jones, Ashley Loray; Judd, Rika; Ma, Dong-Ming; Xie, De-Yu","","Artemisinin biosynthesis in Artemisia annua and metabolic engineering: questions, challenges, and perspectives","2016"
"000387040700002","10.1002/jcp.25375","Chandran, Sunil S; Horwitz, Andrew A; Walter, Jessica M","Chandran Sunil S.; Horwitz, Andrew A; Walter, Jessica M","","CRISPR-Cas-Assisted Multiplexing (CAM): Simple Same-Day Multi-Locus Engineering in Yeast","2016"
"000387134600017","10.1007/s00438-016-1249-1","Aymoz, Delphine; Durandau, Eric; Pelet, Serge; Schmitt, Marta; Varidel, Clemence; Wosika, Victoria","Aymoz, Delphine; Durandau, Eric; Pelet, Serge; Schmitt, Marta; Varidel, Clemence; Wosika, Victoria","","New families of single integration vectors and gene tagging plasmids for genetic manipulations in budding yeast","2016"
"000386756500004","10.1007/s10529-016-2202-4","Fu, Li-Feng; Jiang, Hui; Jin, Mei-Ying; Tao, Yang","Fu, Li-Feng; Jiang, Hui; Jin, Mei-Ying; Tao, Yang","","Improvement of FK506 production by synthetic biology approaches","2016"
"000386756500016","10.1007/s10529-016-2196-y","Bai, Zhonghu; Dai, Xiaofeng; Liu, Xiuxia; Yang, Yankun; Zhang, Wei; Zhao, Zihao","Bai, Zhonghu; Dai, Xiaofeng; Liu, Xiuxia; Yang, Yankun; Zhang, Wei; Zhao, Zihao","","Construction of genetic parts from the Corynebacterium glutamicum genome with high expression activities","2016"
"000386756500018","10.1007/s10529-016-2203-3","Ahn, Jungoh; Ang, Kok Siong; Choi, Eui-Sung; Jang, Min-Jung; Lee, Dong-Yup; Lee, Hongweon","Ahn, Jungoh; Ang, Kok Siong; Choi, Eui-Sung; Jang, Min-Jung; Lee Hongweon; Lee, Dong-Yup","","Codon optimization of Saccharomyces cerevisiae mating factor alpha prepro-leader to improve recombinant protein production in Pichia pastoris","2016"
"000385731800011","10.3109/07388551.2015.1084264","Gupta, Sanjeev K; Shukla, Pratyoosh","Gupta, Sanjeev K; Shukla, Pratyoosh","","Advanced technologies for improved expression of recombinant proteins in bacteria: perspectives and applications","2016"
"000385248300039","10.1007/s11120-016-0293-3","Chaves, Julie E; Kirst, Henning; Melis, Anastasios; Romero, Paloma Rueda","Chaves, Julie E; Kirst, Henning; Melis, Anastasios; Romero, Paloma Rueda","","Role of isopentenyl-diphosphate isomerase in heterologous cyanobacterial (Synechocystis) isoprene production","2016"
"000370687400006","10.1162/ARTL_a_00181","Kerbe, Wolfgang","Kerbe, Wolfgang","","What is Life-in Everyday Understanding? A Focus Group Study on Lay Perspectives on the Term Life","2016"
"000392069900001","10.1038/srep37895","Chang, Yizhao; Gu, Pengfei; Jin, Haiying; Liang, Quanfeng; Liu, Fapeng; Qi, Qingsheng; Su, Tianyuan; Wang, Qian","Chang, Yizhao; Gu, Pengfei; Jin, Haiying; Liang, Quanfeng; Liu, Fapeng; Qi, Qingsheng; Su, Tianyuan; Wang, Qian","","A CRISPR-Cas9 Assisted Non-Homologous End-Joining Strategy for One-step Engineering of Bacterial Genome","2016"
"000388913000007","10.1021/acs.chemrev.6b00228","Bai, Yushi; Hou, Chunxi; Liu, Junqiu; Luo, Quan; Wang, Ruibing","Bai, Yushi; Hou, Chunxi; Liu, Junqiu; Luo, Quan; Wang, Ruibing","","Protein Assembly: Versatile Approaches to Construct Highly Ordered Nanostructures","2016"
"000388830700087","10.1073/pnas.1610973113","Bashor, Caleb J; Gordley, Russell M; Lim, Wendell A; Toettcher, Jared E; Williams, Reid E; Yan, Shude","Bashor Caleb J.; Gordley Russell M.; Lim Wendell A.; Toettcher, Jared E; Williams, Reid E; Yan, Shude","","Engineering dynamical control of cell fate switching using synthetic phospho-regulons","2016"
"000388830700011","10.1073/pnas.1604847113","Ansari, Aseem Z; Bhimsaria, Devesh; Do, Truman J; Erwin, Graham S; Grieshop, Matthew P; Khanna, Kanika; Mehta, Charu; Ramanathan, Parameswaran; Rodriguez-Martinez, Jose A; Stewart, Ron; Swanson, Scott A; Thomson, James A","Ansari Aseem Z.; Bhimsaria, Devesh; Do, Truman J; Erwin, Graham S; Grieshop, Matthew P; Khanna, Kanika; Mehta, Charu; Ramanathan, Parameswaran; Rodriguez-Martinez, Jose A; Stewart, Ron; Swanson, Scott A; Thomson, James A","","Synthetic genome readers target clustered binding sites across diverse chromatin states","2016"
"000388830700012","10.1073/pnas.1603577113","Brent, Michael R; Brown, Holly; Brown, Randall H; Fiore, Christopher; Gish, Stacey R; Maier, Ezekiel J; Michael, Drew G","Brent, Michael R; Brown, Holly; Brown, Randall H; Fiore, Christopher; Gish, Stacey R; Maier, Ezekiel J; Michael, Drew G","","Model-based transcriptome engineering promotes a fermentative transcriptional state in yeast","2016"
"000388754200001","10.3389/fmich.2010.01851","Arruda, Leticia M; Monteiro, Lummy M O; Silva-Rocha, Rafael","Arruda, Leticia Magalhaes; Monteiro, Lummy M O; Silva-Rocha, Rafael","","The Chromobacterium violaceum ArsR Arsenite Repressor Exerts Tighter Control on Its Cognate Promoter Than the Escherichia coil System","2016"
"000388137200005","10.1186/s12864-016-3280-3","Alphey, Luke; Shimeld, Sebastian M; Sutton, Elizabeth R; White-Cooper, Helen; Yu, Yachuan","Alphey, Luke; Shimeld, Sebastian M; Sutton, Elizabeth R; White-Cooper, Helen; Yu, Yachuan","","Identification of genes for engineering the male germline of Aedes aegypti and Ceratitis capitata","2016"
"000388037800002","10.3389/fpls.2016.01740","Aqeel, Muhammad; He, Shuilin; Noman, Ali","Aqeel, Muhammad; He, Shuilin; Noman, Ali","","CRISPR-Cas9: Tool for Qualitative and Quantitative Plant Genome Editing","2016"
"000388076000001","10.1038/srep37477","Guan, Yifu; Hu, Bo; Tang, Suming; Wei, Hua; Zhao, Guojie","Guan, Yifu; Hu, Bo; Tang, Suming; Wei, Hua; Zhao, Guojie","","Repressor logic modules assembled by rolling circle amplification platform to construct a set of logic gates","2016"
"000388350300063","10.1371/journal.pone.0166481","Margaliot, Michael; Tuller, Tamir; Zarai, Yoram","Margaliot, Michael; Tuller, Tamir; Zarai, Yoram","","On the Ribosomal Density that Maximizes Protein Translation Rate","2016"
"000388531900041","10.1126/science.aag2347","Bassard, Jean-Etienne; Bavishi, Krutika; Borch, Jonas; Dafforn, Timothy R; Hamberger, Bjorn; Hatzakis, Nikos S; Knudsen, Camilla; Laursen, Tomas; Martens, Helle Juel; Moller, Birger Lindberg; Motawia, Mohammed Saddik; Olsen, Carl Erik; Silvestro, Daniele; Torta, Federico; Wenk, Markus R","Bassard, Jean-Etienne; Bavishi, Krutika; Borch, Jonas; Dafforn, Timothy R; Hamberger, Bjorn; Hatzakis, Nikos S; Knudsen, Camilla; Laursen, Tomas; Martens, Helle Juel; Moller, Birger Lindberg; Mottawie, Mohammed Saddik; Olsen, Carl Erik; Silvestro, Daniele; Torta, Federico; Wenk, Markus R","","Characterization of a dynamic metabolon producing the defense compound dhurrin in sorghum","2016"
"000388069200002","10.1038/srep36640","Englund, Elias; Liang, Feiyan; Lindberg, Pia","Englund, Elias; Liang, Feiyan; Lindberg, Pia","","Evaluation of promoters and ribosome binding sites for biotechnological applications in the unicellular cyanobacterium Synechocystis sp PCC 6803","2016"
"000392748700026","10.1093/bioinformatics/btw394","Bader, Joel S; Boeke, Jef D; Stracquadanio, Giovanni; Yang, Kun","Bader Joel S.; Boeke Jef D.; Stracquadanio, Giovanni; Yang, Kun","","BioPartsDB: a synthetic biology workflow web-application for education and research","2016"
"000387641200002","10.1186/s12934-016-0595-3","Hu, Yu-Chen; Huang, Chun-Hung; Li, Hung; Shen, Claire R; Sung, Li-Yu; Wu, Meng-Ying","Hu, Yu-Chen; Huang, Chun-Hung; Li, Hung; Shen, Claire R; Sung, Li-Yu; Wu, Meng-Ying","","CRISPR interference (CRISPRi) for gene regulation and succinate production in cyanobacterium S-elongatus PCC 7942","2016"
"000387525500003","10.1016/j.addr.2016.09.007","Hosseinidoust, Zeinab; Mostaghaci, Babak; Park, Byung-Wook; Singh, Ajay Vikram; Sitti, Metin; Yasa, Oncay","Hosseinidoust, Zeinab; Mostaghaci, Babak; Park, Byung-Wook; Singh, Ajay Vikram; Sitti, Metin; Yasa, Oncay","","Bioengineered and biohybrid bacteria-based systems for drug delivery","2016"
"000387525500005","10.1016/j.addr.2016.04.021","Fliervoet, Lies A L; Mastrobattista, Enrico","Fliervoet, Lies A L; Mastrobattista, Enrico","","Drug delivery with living cells","2016"
