family_members,family_country,country_name,region,income
US6130263A,US,United States,Northern America,High income
US6153410A,US,United States,Northern America,High income
US5512131A,US,United States,Northern America,High income
US5900160A,US,United States,Northern America,High income
US5421412A,US,United States,Northern America,High income
US5869435A,US,United States,Northern America,High income
US6022951A,US,United States,Northern America,High income
US6140480A,US,United States,Northern America,High income
US6043040A,US,United States,Northern America,High income
US6121030A,US,United States,Northern America,High income
US6146832A,US,United States,Northern America,High income
US6146841A,US,United States,Northern America,High income
US6153417A,US,United States,Northern America,High income
US6033883A,US,United States,Northern America,High income
US5989823A,US,United States,Northern America,High income
US6090601A,US,United States,Northern America,High income
US6124129A,US,United States,Northern America,High income
US5914367A,US,United States,Northern America,High income
US5399493A,US,United States,Northern America,High income
US5437994A,US,United States,Northern America,High income
US5459069A,US,United States,Northern America,High income
US5605822A,US,United States,Northern America,High income
US5635386A,US,United States,Northern America,High income
US5646043A,US,United States,Northern America,High income
US5670147A,US,United States,Northern America,High income
US5670351A,US,United States,Northern America,High income
US5763266A,US,United States,Northern America,High income
US5888807A,US,United States,Northern America,High income
US5279297A,US,United States,Northern America,High income
US5501225A,US,United States,Northern America,High income
US5593899A,US,United States,Northern America,High income
US5837865A,US,United States,Northern America,High income
US5958784A,US,United States,Northern America,High income
US6060082A,US,United States,Northern America,High income
US6046187A,US,United States,Northern America,High income
US6060585A,US,United States,Northern America,High income
US6136952A,US,United States,Northern America,High income
US6007988A,US,United States,Northern America,High income
US6013453A,US,United States,Northern America,High income
US5874532A,US,United States,Northern America,High income
US6001966A,US,United States,Northern America,High income
US5831012A,US,United States,Northern America,High income
US5622699A,US,United States,Northern America,High income
US6068829A,US,United States,Northern America,High income
US5851808A,US,United States,Northern America,High income
US6150921A,US,United States,Northern America,High income
US5858358A,US,United States,Northern America,High income
US5883223A,US,United States,Northern America,High income
US5547835A,US,United States,Northern America,High income
US5605798A,US,United States,Northern America,High income
US5622824A,US,United States,Northern America,High income
US5653879A,US,United States,Northern America,High income
US5691141A,US,United States,Northern America,High income
US5851765A,US,United States,Northern America,High income
